3901335560,0.0,0.0
3905247916,0.0,0.0
3906220675,0.0,0.0
3885100607,0.0,0.0
3904987490,0.0,0.0
3902369031,0.0,0.0
3902840683,0.0,0.0
3884818891,0.0,0.0
3889114267,130000.0,160000.0
3902943173,0.0,0.0
3901984740,0.0,0.0
3904056310,0.0,0.0
3901958747,88900.0,108000.0
3901951411,50000.0,65000.0
3902832381,0.0,0.0
3889707929,0.0,0.0
3902744935,0.0,0.0
3888946537,0.0,0.0
3905843096,0.0,0.0
3887496942,0.0,0.0
3899541620,70000.0,75000.0
3887996525,0.0,0.0
3901351967,0.0,0.0
3906225781,0.0,0.0
3905844856,0.0,0.0
3905868469,80.0,95.0
3906226555,0.0,0.0
3904953979,0.0,0.0
3904704411,0.0,0.0
3891069685,0.0,0.0
3905874823,35.0,35.0
3887873880,0.0,0.0
3888412421,100000.0,150000.0
3884814759,0.0,0.0
3884497787,0.0,0.0
3904409648,0.0,0.0
3902756214,0.0,0.0
3904996323,0.0,0.0
3900079741,0.0,0.0
3895569526,18.29,27.67
3904923994,0.0,0.0
3904514031,100000.0,120000.0
3905371907,0.0,0.0
3906250980,0.0,0.0
3905860187,75.0,80.0
3891267987,0.0,0.0
3904099139,0.0,0.0
3901346531,0.0,0.0
3906077247,0.0,0.0
3906227269,0.0,0.0
3903875365,0.0,0.0
3903460106,128000.0,176000.0
3891016225,120000.0,130000.0
3906250839,0.0,0.0
3904089651,0.0,0.0
3902352258,0.0,0.0
3904939830,0.0,0.0
3902790185,0.0,0.0
3898164712,0.0,0.0
3894297093,0.0,0.0
3891070346,0.0,0.0
3901937605,21.0,28.0
3902747592,0.0,0.0
3901989094,0.0,0.0
3888954704,0.0,0.0
3906257540,0.0,0.0
3902366184,0.0,0.0
3901183148,0.0,0.0
3901942034,25.0,30.0
3903475808,0.0,0.0
3888496444,0.0,0.0
3902868047,0.0,0.0
3905340069,0.0,0.0
3901371446,0.0,0.0
3904506949,0.0,0.0
3900079337,0.0,0.0
3900074954,104000.0,157000.0
3905257175,130000.0,700000.0
3901640746,0.0,0.0
3904389372,0.0,0.0
3894298601,0.0,0.0
3895486964,90000.0,125000.0
3888008601,0.0,0.0
3901800006,0.0,0.0
3901359062,120000.0,180000.0
3904724495,0.0,0.0
3891072714,150.0,225.0
3905608554,0.0,0.0
3887882156,65001.0,91381.0
3889451621,0.0,0.0
3906220883,0.0,0.0
3887886394,0.0,0.0
3887836569,0.0,0.0
3885829199,0.0,0.0
3895810556,0.0,0.0
